,srcs,Object categories,Support/medium,ID,Dates,Pixels,Saturation,Brightness,Edge,Grey Var,Unique Colors,Entropy Variance,New Color Calc
248,https://images.rkd.nl/rkd/thumb/650x650/5a5d5282-383a-76ec-fcbb-53c2f6d94851.jpg,painting,"canvas, oil paint",952.0,1898.0,250900,0.1335750374348816,0.4760067834228152,0.0025906735751295338,0.020813385657998142,37748,0.3660413538705949,1399.9834598596
249,https://images.rkd.nl/rkd/thumb/650x650/00dde26b-6cab-7409-4497-09fe4957ec4c.jpg,painting,"paper, oil paint",953.0,1899.0,345800,0.01768177091591106,0.5394559929234851,0.0018796992481203006,0.0579655208271171,1683,0.4934545302062036,5030.364458255619
250,https://images.rkd.nl/rkd/thumb/650x650/fb69c8da-4c85-1537-8073-61ba4ed0dffa.jpg,painting,"cardboard, oil paint",954.0,1899.0,311350,0.3705845606666799,0.3636132969327125,0.0020876826722338203,0.019766789281338425,40672,0.6007039794537997,1183.624297712168
251,https://images.rkd.nl/rkd/thumb/650x650/3f4a2cec-9142-587c-4167-149ae3d87a7e.jpg,painting,"canvas, oil paint",956.0,,325000,0.31081999760269463,0.33264807239818994,0.002,0.03654725162737997,25742,0.4889931018179237,2392.0716640517844
252,https://images.rkd.nl/rkd/thumb/650x650/3bb631a4-1eb2-2cb6-9557-cf58fbf29cfa.jpg,painting,"panel, oil paint
panel mounted on cardboard",958.0,1899.0,292500,0.054890502445830526,0.4019181498240321,0.0022188034188034187,0.03535593033884952,12477,0.5669305294804972,3368.0739766834727
253,https://images.rkd.nl/rkd/thumb/650x650/9c1f583e-d456-1df7-1769-382f786ab464.jpg,drawing,"paper, charcoal",959.0,1899.0,322400,0.2995780344361845,0.4786996910426701,0.0020161290322580645,0.02890469135261673,29499,0.5945225033676894,2399.9356447447335
254,https://images.rkd.nl/rkd/thumb/650x650/12c79401-98a7-0b98-ed7b-93149fb2c164.jpg,watercolor (painting),"paper, aquarel paint (watercolor), gouache (material/technique)",960.0,1899.0,319150,0.3728089368497148,0.6503443153228706,0.002036659877800407,0.02073186898393447,41991,0.5532184988117788,2477.855241358008
255,https://images.rkd.nl/rkd/thumb/650x650/80cf4fe0-743b-0374-808d-c8fb0ca2bba1.jpg,painting,"canvas, oil paint",961.0,,334750,0.2379035637420105,0.40541302991697054,0.001941747572815534,0.011057971065730574,49974,0.35741548309803906,1805.8304645168066
256,https://images.rkd.nl/rkd/thumb/650x650/3ee41df5-3d1a-c3d7-e76e-c1d70f72d0da.jpg,drawing,"paper, pencil, white chalk
highlighted by white chalk",962.0,1899.0,310700,0.007830917375709224,0.5465916179152702,0.0020920502092050207,0.03407321782510389,813,0.4347729155565626,4116.392452091803
257,https://images.rkd.nl/rkd/thumb/650x650/34ae67b1-cd5b-bc92-0ed0-1c20c80c2fd7.jpg,drawing,"paper, aquarel paint (watercolor), gouache (material/technique)",963.0,1898.0,279500,0.3370857551554821,0.7541518397698974,0.002325581395348837,0.049267226514930616,52970,0.8328282852926442,3550.9458263875645
258,https://images.rkd.nl/rkd/thumb/650x650/6977a37b-f2ee-2251-c9a0-c13ebf446cc9.jpg,drawing,"paper, aquarel paint (watercolor), chalk",964.0,,255450,0.17239298626927427,0.4987462801131413,0.002544529262086514,0.012358767854235094,16668,0.25026599761583085,1189.5383664951153
259,https://images.rkd.nl/rkd/thumb/650x650/3577524a-ca74-804f-54f5-9addd32d138d.jpg,drawing,"paper, pencil, washed",965.0,1898.0,297050,0.00574704229480596,0.5717735774329931,0.002188183807439825,0.0614632438777712,4579,0.5504324642735071,3564.390425616799
